time,field.header.seq,field.header.stamp,field.header.frame_id,field.time_stamp,field.acc0,field.acc1,field.acc2,field.gyro0,field.gyro1,field.gyro2,field.mag0,field.mag1,field.mag2,field.temperature
1680791200270883055,996073,1680791200270883055,,49000000000,-0.8304065465927124,-0.5609102845191956,9.903273582458496,0.042233627289533615,-0.05695091187953949,0.001830144552513957,0.0,0.0,0.0,35.0
1680791200275018649,996074,1680791200275018649,,50000000000,-1.2238916158676147,-0.7409259676933289,9.426230430603027,0.04566534236073494,-0.04819169268012047,0.0002605550398584455,0.0,0.0,0.0,35.0
1680791200278778521,996075,1680791200278778521,,51000000000,-0.8743223547935486,-0.9598240852355957,9.765199661254883,0.04603595659136772,-0.04473067447543144,2.4837450837367214e-05,0.0,0.0,0.0,35.0
1680791200282749304,996076,1680791200282749304,,52000000000,-0.7490713596343994,-0.7432801127433777,9.793169021606445,0.04424859210848808,-0.04921262711286545,0.0005747979157604277,0.0,0.0,0.0,35.0
1680791200286755767,996077,1680791200286755767,,53000000000,-1.0682493448257446,-0.9585054516792297,9.736889839172363,0.043020159006118774,-0.04772902652621269,-0.00020588857296388596,0.0,0.0,0.0,35.0
1680791200290910188,996078,1680791200290910188,,54000000000,-1.050830602645874,-1.0148303508758545,9.616517066955566,0.040101468563079834,-0.044113606214523315,6.912055687280372e-05,0.0,0.0,0.0,35.0
1680791200294976889,996079,1680791200294976889,,55000000000,-0.637139618396759,-0.7571417093276978,9.867897987365723,0.03762511536478996,-0.04429632052779198,0.0002462192496750504,0.0,0.0,0.0,35.0
1680791200298747470,996080,1680791200298747470,,56000000000,-0.9930676221847534,-0.5624775886535645,9.5980806350708,0.03780214115977287,-0.05366586148738861,0.00021951273083686829,0.0,0.0,0.0,35.0
1680791200302781995,996081,1680791200302781995,,57000000000,-0.919063925743103,-0.8325710892677307,9.724217414855957,0.043130431324243546,-0.045290686190128326,0.00021953922987449914,0.0,0.0,0.0,35.0
1680791200306777910,996082,1680791200306777910,,58000000000,-0.7041015625,-0.8833425045013428,10.105005264282227,0.04316617175936699,-0.045489754527807236,0.0007092911400832236,0.0,0.0,0.0,35.0
1680791200310833760,996083,1680791200310833760,,59000000000,-0.7425726652145386,-0.617321789264679,10.122215270996094,0.04087222367525101,-0.05350525304675102,0.0011815017787739635,0.0,0.0,0.0,35.0
1680791200315004718,996084,1680791200315004718,,60000000000,-0.9859564304351807,-0.6394584774971008,9.923456192016602,0.04551427811384201,-0.0512625090777874,2.9136950615793467e-05,0.0,0.0,0.0,35.0
1680791200318757675,996085,1680791200318757675,,61000000000,-1.0601094961166382,-0.897026777267456,9.918378829956055,0.04676443338394165,-0.04640624672174454,0.0004143498372286558,0.0,0.0,0.0,35.0
1680791200322777814,996086,1680791200322777814,,62000000000,-0.8976443409919739,-0.7665371894836426,10.041350364685059,0.040006354451179504,-0.050112590193748474,0.00043556938180699944,0.0,0.0,0.0,35.0
1680791200326756026,996087,1680791200326756026,,63000000000,-1.0677276849746704,-0.481680303812027,9.310774803161621,0.04009000211954117,-0.052514154464006424,-0.00018148704839404672,0.0,0.0,0.0,35.0
1680791200330772854,996088,1680791200330772854,,64000000000,-1.1881859302520752,-0.7349721789360046,9.263303756713867,0.04259682446718216,-0.04698917642235756,-0.0005032947519794106,0.0,0.0,0.0,35.0
1680791200334977939,996089,1680791200334977939,,65000000000,-0.8951175212860107,-0.7212396860122681,9.72859001159668,0.038857653737068176,-0.04498868063092232,0.001640988513827324,0.0,0.0,0.0,35.0
1680791200338741825,996090,1680791200338741825,,66000000000,-0.8848095536231995,-0.5577482581138611,9.747262001037598,0.04215339198708534,-0.048157885670661926,0.0006149971159175038,0.0,0.0,0.0,35.0
1680791200342750640,996091,1680791200342750640,,67000000000,-0.926161527633667,-0.8406556844711304,10.002678871154785,0.04571007564663887,-0.04509924724698067,0.0005763261578977108,0.0,0.0,0.0,35.0
1680791200346749089,996092,1680791200346749089,,68000000000,-0.8222549557685852,-0.6376188397407532,10.12851333618164,0.039969898760318756,-0.048910338431596756,0.0015199852641671896,0.0,0.0,0.0,35.0
1680791200350746196,996093,1680791200350746196,,69000000000,-1.0264389514923096,-0.7456649541854858,9.893685340881348,0.03941914439201355,-0.05273197591304779,0.0014636069536209106,0.0,0.0,0.0,35.0
1680791200355008496,996094,1680791200355008496,,70000000000,-1.010339379310608,-0.807702898979187,9.79421615600586,0.03679763898253441,-0.04799918830394745,0.0004546568379737437,0.0,0.0,0.0,35.0
1680791200358777989,996095,1680791200358777989,,71000000000,-0.8943454623222351,-0.3990423381328583,9.770540237426758,0.03678509593009949,-0.048597630113363266,0.0010728780180215836,0.0,0.0,0.0,35.0
1680791200362895439,996096,1680791200362895439,,72000000000,-0.9051859974861145,-0.4503817558288574,9.538941383361816,0.04398702085018158,-0.05357787013053894,0.002031822921708226,0.0,0.0,0.0,35.0
1680791200366741312,996097,1680791200366741312,,73000000000,-1.0164731740951538,-1.1176683902740479,9.571907997131348,0.04567230865359306,-0.05037271976470947,0.0004976159543730319,0.0,0.0,0.0,35.0
1680791200370785936,996098,1680791200370785936,,74000000000,-0.8038507103919983,-1.1154816150665283,9.758356094360352,0.040051572024822235,-0.03752399608492851,0.0003245302359573543,0.0,0.0,0.0,35.0
1680791200375001458,996099,1680791200375001458,,75000000000,-0.5429922938346863,-0.8440738916397095,10.083823204040527,0.03890090435743332,-0.040532901883125305,0.001501133549027145,0.0,0.0,0.0,35.0
1680791200378753638,996100,1680791200378753638,,76000000000,-0.8131011724472046,-0.6172234416007996,9.828544616699219,0.03933136910200119,-0.054663173854351044,0.0016145362751558423,0.0,0.0,0.0,35.0
1680791200382755121,996101,1680791200382755121,,77000000000,-1.1873544454574585,-0.6055428385734558,9.890212059020996,0.039415884763002396,-0.050935834646224976,0.0010943807428702712,0.0,0.0,0.0,35.0
1680791200386743336,996102,1680791200386743336,,78000000000,-1.0144946575164795,-0.7061822414398193,9.758848190307617,0.04293166846036911,-0.042932361364364624,0.0008536087116226554,0.0,0.0,0.0,35.0
1680791200390840932,996103,1680791200390840932,,79000000000,-0.8173943758010864,-0.6454530954360962,10.003949165344238,0.040610138326883316,-0.04772369563579559,0.002014640485867858,0.0,0.0,0.0,35.0
1680791200395002172,996104,1680791200395002172,,80000000000,-0.8506485223770142,-0.7113854289054871,9.706255912780762,0.03892522677779198,-0.04750754311680794,0.0009374736691825092,0.0,0.0,0.0,35.0
1680791200398795807,996105,1680791200398795807,,81000000000,-0.7635499835014343,-0.9453482627868652,9.755783081054688,0.038559239357709885,-0.04785929247736931,0.0013637493830174208,0.0,0.0,0.0,35.0
1680791200402797543,996106,1680791200402797543,,82000000000,-0.9452871084213257,-0.5338017344474792,9.538734436035156,0.037293754518032074,-0.05434618890285492,0.0033539338037371635,0.0,0.0,0.0,35.0
1680791200406806032,996107,1680791200406806032,,83000000000,-0.9571847915649414,-0.4938039183616638,9.461748123168945,0.03601463511586189,-0.051689233630895615,0.0008214263361878693,0.0,0.0,0.0,35.0
1680791200410743611,996108,1680791200410743611,,84000000000,-0.981843888759613,-0.6556646823883057,9.676946640014648,0.03985067829489708,-0.0463920533657074,-0.0003715019556693733,0.0,0.0,0.0,35.0
1680791200414986265,996109,1680791200414986265,,85000000000,-0.7490361928939819,-0.8243260979652405,10.215761184692383,0.04369356855750084,-0.0398191437125206,0.001322993659414351,0.0,0.0,0.0,35.0
1680791200418765148,996110,1680791200418765148,,86000000000,-0.6787433624267578,-0.592155933380127,10.185101509094238,0.03824245184659958,-0.04954281821846962,0.00268426607362926,0.0,0.0,0.0,35.0
1680791200422794770,996111,1680791200422794770,,87000000000,-0.7897307276725769,-0.9264153242111206,9.961996078491211,0.03662008047103882,-0.05019831657409668,0.0010311799123883247,0.0,0.0,0.0,35.0
1680791200426745680,996112,1680791200426745680,,88000000000,-0.7664502263069153,-0.6525615453720093,10.256380081176758,0.034971192479133606,-0.048953570425510406,0.0008194681722670794,0.0,0.0,0.0,35.0
1680791200430750928,996113,1680791200430750928,,89000000000,-0.8568517565727234,-0.3785402774810791,9.60617446899414,0.037678204476833344,-0.05787232145667076,0.0025960637722164392,0.0,0.0,0.0,35.0
1680791200434996356,996114,1680791200434996356,,90000000000,-0.9315817952156067,-0.6378955841064453,9.409271240234375,0.04453619197010994,-0.05490706488490105,0.0005317720933817327,0.0,0.0,0.0,35.0
1680791200438803094,996115,1680791200438803094,,91000000000,-1.0179730653762817,-1.0002111196517944,9.547516822814941,0.041992999613285065,-0.05309714004397392,0.0012129880487918854,0.0,0.0,0.0,35.0
1680791200442797949,996116,1680791200442797949,,92000000000,-0.9533242583274841,-1.095956563949585,9.298266410827637,0.03921957314014435,-0.047787606716156006,0.0020582370925694704,0.0,0.0,0.0,35.0
1680791200446770091,996117,1680791200446770091,,93000000000,-0.8251572251319885,-0.6043729782104492,9.586263656616211,0.03508899733424187,-0.04701966792345047,0.0018355532083660364,0.0,0.0,0.0,35.0
1680791200450804301,996118,1680791200450804301,,94000000000,-0.6421637535095215,-0.8368164300918579,9.85080623626709,0.037140581756830215,-0.038958508521318436,0.00028429817757569253,0.0,0.0,0.0,35.0
1680791200454976491,996119,1680791200454976491,,95000000000,-0.6368675231933594,-0.6969116926193237,10.166760444641113,0.03854982554912567,-0.04738335683941841,0.0011160471476614475,0.0,0.0,0.0,35.0
1680791200458749804,996120,1680791200458749804,,96000000000,-0.9163237810134888,-0.5626370310783386,9.905144691467285,0.0395643450319767,-0.05450047180056572,0.002462534001097083,0.0,0.0,0.0,35.0
1680791200462746185,996121,1680791200462746185,,97000000000,-1.1151634454727173,-0.6160928010940552,9.975090980529785,0.036687035113573074,-0.04980514943599701,0.0012239937204867601,0.0,0.0,0.0,35.0
1680791200466760657,996122,1680791200466760657,,98000000000,-0.8137140870094299,-0.6850938200950623,10.008312225341797,0.035350341349840164,-0.044895466417074203,0.0015658460324630141,0.0,0.0,0.0,35.0
1680791200470789431,996123,1680791200470789431,,99000000000,-0.6548272371292114,-0.7840725779533386,10.141092300415039,0.03617744520306587,-0.049851156771183014,0.0029341920744627714,0.0,0.0,0.0,35.0
1680791200474981964,996124,1680791200474981964,,100000000000,-1.0060491561889648,-0.558451771736145,9.666719436645508,0.034680791199207306,-0.055169250816106796,0.0016414537094533443,0.0,0.0,0.0,35.0
1680791200478759198,996125,1680791200478759198,,101000000000,-0.849961519241333,-0.6538732051849365,9.620083808898926,0.03578567877411842,-0.04733061417937279,0.002512534847483039,0.0,0.0,0.0,35.0
1680791200482759286,996126,1680791200482759286,,102000000000,-0.9276488423347473,-0.6820695400238037,9.581275939941406,0.038875512778759,-0.05078663304448128,0.0028694611974060535,0.0,0.0,0.0,35.0
1680791200486769680,996127,1680791200486769680,,103000000000,-0.9886879920959473,-0.7324067950248718,9.610149383544922,0.039424553513526917,-0.05000598728656769,0.0017732656560838223,0.0,0.0,0.0,35.0
1680791200490848571,996128,1680791200490848571,,104000000000,-0.8048135638237,-1.0116567611694336,9.628082275390625,0.03954051434993744,-0.04139985889196396,0.0008369971765205264,0.0,0.0,0.0,35.0
1680791200495003437,996129,1680791200495003437,,105000000000,-0.6957026124000549,-0.9232431650161743,9.928703308105469,0.032525308430194855,-0.040430862456560135,0.002298578852787614,0.0,0.0,0.0,35.0
1680791200498771483,996130,1680791200498771483,,106000000000,-0.6390899419784546,-0.49459782242774963,9.72124195098877,0.03168107941746712,-0.049174822866916656,0.0016581821255385876,0.0,0.0,0.0,35.0
1680791200502763267,996131,1680791200502763267,,107000000000,-0.8473920226097107,-0.5554738640785217,9.66830825805664,0.03852759301662445,-0.04957290366292,0.00034748943289741874,0.0,0.0,0.0,35.0
1680791200506778592,996132,1680791200506778592,,108000000000,-0.8278234004974365,-0.7322726249694824,9.997488975524902,0.03983839601278305,-0.0461394228041172,0.0025521633215248585,0.0,0.0,0.0,35.0
1680791200510797610,996133,1680791200510797610,,109000000000,-0.9895359873771667,-0.6435386538505554,9.862344741821289,0.03657269850373268,-0.050571709871292114,0.0029058302752673626,0.0,0.0,0.0,35.0
1680791200514984483,996134,1680791200514984483,,110000000000,-0.8333065509796143,-0.8016657829284668,9.897222518920898,0.037351224571466446,-0.04123692959547043,0.0012654060265049338,0.0,0.0,0.0,35.0
1680791200518783647,996135,1680791200518783647,,111000000000,-0.7090117931365967,-0.740281343460083,9.959959983825684,0.03179478645324707,-0.0393545962870121,0.0018569969106465578,0.0,0.0,0.0,35.0
1680791200522811834,996136,1680791200522811834,,112000000000,-0.9361665844917297,-0.3831842541694641,9.785194396972656,0.03087073750793934,-0.05053192004561424,0.004221845883876085,0.0,0.0,0.0,35.0
1680791200526754698,996137,1680791200526754698,,113000000000,-1.0882141590118408,-0.3362131714820862,9.529033660888672,0.035045076161623,-0.05070328339934349,0.001819706172682345,0.0,0.0,0.0,35.0
1680791200530881851,996138,1680791200530881851,,114000000000,-0.9698238968849182,-0.6961454749107361,9.814733505249023,0.03773179650306702,-0.0373910516500473,0.0007194104255177081,0.0,0.0,0.0,35.0
1680791200535049260,996139,1680791200535049260,,115000000000,-0.7433062195777893,-0.8043393492698669,10.043132781982422,0.03147115930914879,-0.04023046791553497,0.003998802974820137,0.0,0.0,0.0,35.0
1680791200538769568,996140,1680791200538769568,,116000000000,-0.6264158487319946,-0.4812028706073761,10.096930503845215,0.02765667997300625,-0.04304865747690201,0.0021336879581212997,0.0,0.0,0.0,35.0
1680791200542749954,996141,1680791200542749954,,117000000000,-0.7626288533210754,-0.488356351852417,9.952320098876953,0.02838437259197235,-0.04168292135000229,0.00167676224373281,0.0,0.0,0.0,35.0
1680791200546751208,996142,1680791200546751208,,118000000000,-0.7446056604385376,-0.5086246728897095,9.806819915771484,0.029646139591932297,-0.042944423854351044,0.002510381629690528,0.0,0.0,0.0,35.0
1680791200550780508,996143,1680791200550780508,,119000000000,-0.8303056955337524,-0.4315974712371826,9.966636657714844,0.03206247836351395,-0.048086002469062805,0.002655354794114828,0.0,0.0,0.0,35.0
1680791200555021861,996144,1680791200555021861,,120000000000,-0.9759973287582397,-0.5950053334236145,9.633561134338379,0.03167853504419327,-0.04834175109863281,0.0018336399225518107,0.0,0.0,0.0,35.0
1680791200558747669,996145,1680791200558747669,,121000000000,-0.6173523664474487,-0.7988938093185425,9.849003791809082,0.03457494080066681,-0.041993215680122375,0.0033858059905469418,0.0,0.0,0.0,35.0
1680791200562792990,996146,1680791200562792990,,122000000000,-0.551601767539978,-0.741418719291687,9.670080184936523,0.029468722641468048,-0.04683573916554451,0.004068587440997362,0.0,0.0,0.0,35.0
1680791200566797288,996147,1680791200566797288,,123000000000,-0.866456925868988,-0.803359866142273,9.585357666015625,0.02955661527812481,-0.05137837678194046,0.0030583362095057964,0.0,0.0,0.0,35.0
1680791200570804584,996148,1680791200570804584,,124000000000,-0.9162262082099915,-0.7618627548217773,9.440950393676758,0.029332103207707405,-0.046788204461336136,0.0024147885851562023,0.0,0.0,0.0,35.0
1680791200575044515,996149,1680791200575044515,,125000000000,-0.8291786313056946,-0.6505575776100159,9.69641399383545,0.032781582325696945,-0.04353585094213486,0.004110753070563078,0.0,0.0,0.0,35.0
1680791200578808406,996150,1680791200578808406,,126000000000,-0.6873158812522888,-0.6363281607627869,9.849596977233887,0.028353065252304077,-0.04605197161436081,0.003524249419569969,0.0,0.0,0.0,35.0
1680791200582819860,996151,1680791200582819860,,127000000000,-0.787386953830719,-0.6058889627456665,9.939189910888672,0.030719047412276268,-0.041133809834718704,0.0021418295800685883,0.0,0.0,0.0,35.0
1680791200586741062,996152,1680791200586741062,,0,-0.8566701412200928,-0.6757882237434387,10.170400619506836,0.030366599559783936,-0.03895321488380432,0.0027506016194820404,0.0,0.0,0.0,35.0
1680791200590760374,996153,1680791200590760374,,1000000000,-0.8392536044120789,-0.5609883069992065,9.965743064880371,0.028596162796020508,-0.04537515342235565,0.0033093253150582314,0.0,0.0,0.0,35.0
1680791200594975083,996154,1680791200594975083,,2000000000,-0.8603714108467102,-0.36409664154052734,9.640291213989258,0.02385914884507656,-0.04679635539650917,0.0028033487033098936,0.0,0.0,0.0,35.0
1680791200598802208,996155,1680791200598802208,,3000000000,-1.029724359512329,-0.44502121210098267,9.869548797607422,0.030183207243680954,-0.038966961205005646,0.0025043778587132692,0.0,0.0,0.0,35.0
1680791200602777233,996156,1680791200602777233,,4000000000,-0.5732468962669373,-0.6081281900405884,10.13817310333252,0.03430270403623581,-0.03935716673731804,0.00263874139636755,0.0,0.0,0.0,35.0
1680791200606742428,996157,1680791200606742428,,5000000000,-0.6835586428642273,-0.6359320878982544,9.878337860107422,0.029237709939479828,-0.04305606707930565,0.0019715232774615288,0.0,0.0,0.0,35.0
1680791200610916309,996158,1680791200610916309,,6000000000,-0.8825957179069519,-0.8386834859848022,9.504514694213867,0.028417853638529778,-0.03848285600543022,0.0021671480499207973,0.0,0.0,0.0,35.0
1680791200614998412,996159,1680791200614998412,,7000000000,-0.7941644787788391,-0.8053842782974243,9.874149322509766,0.02680235169827938,-0.038115523755550385,0.0024577779695391655,0.0,0.0,0.0,35.0
1680791200618769772,996160,1680791200618769772,,8000000000,-0.602340042591095,-0.38558775186538696,9.589784622192383,0.024218356236815453,-0.04264950007200241,0.0019238896202296019,0.0,0.0,0.0,35.0
1680791200622776603,996161,1680791200622776603,,9000000000,-0.8732797503471375,-0.5956346988677979,9.370291709899902,0.028227807953953743,-0.04341752454638481,0.0023187133483588696,0.0,0.0,0.0,35.0
1680791200626757193,996162,1680791200626757193,,10000000000,-0.8393092751502991,-0.8318541049957275,9.62878131866455,0.03262129798531532,-0.04218938946723938,0.00227251835167408,0.0,0.0,0.0,35.0
1680791200630847539,996163,1680791200630847539,,11000000000,-0.4108894169330597,-0.6827546954154968,10.03621768951416,0.03156431391835213,-0.04312850534915924,0.0018983428599312901,0.0,0.0,0.0,35.0
1680791200634979671,996164,1680791200634979671,,12000000000,-0.5449427366256714,-0.8601313233375549,9.89633846282959,0.028625866398215294,-0.041655533015728,0.0011367503320798278,0.0,0.0,0.0,35.0
1680791200638877420,996165,1680791200638877420,,13000000000,-0.68820720911026,-0.8602157235145569,9.882462501525879,0.024137696251273155,-0.04059268906712532,0.0023482367396354675,0.0,0.0,0.0,35.0
1680791200642779965,996166,1680791200642779965,,14000000000,-0.8790611624717712,-0.35966846346855164,9.831745147705078,0.022954100742936134,-0.045453786849975586,0.0024016224779188633,0.0,0.0,0.0,35.0
1680791200646809565,996167,1680791200646809565,,15000000000,-0.8108533620834351,-0.4303761124610901,9.615777969360352,0.03127076104283333,-0.048233531415462494,0.00101451703812927,0.0,0.0,0.0,35.0
1680791200650746599,996168,1680791200650746599,,16000000000,-1.3103030920028687,-0.6192876696586609,9.603452682495117,0.03145838901400566,-0.040623392909765244,0.0031727647874504328,0.0,0.0,0.0,35.0
1680791200655123300,996169,1680791200655123300,,17000000000,-0.8600307106971741,-0.8537176251411438,9.747220993041992,0.030100323259830475,-0.03599153831601143,0.0031626177951693535,0.0,0.0,0.0,35.0
1680791200658770741,996170,1680791200658770741,,18000000000,-0.6487458348274231,-0.6218372583389282,9.770021438598633,0.02862965501844883,-0.03604568541049957,0.0014452810864895582,0.0,0.0,0.0,35.0
1680791200662805266,996171,1680791200662805266,,19000000000,-0.865647554397583,-0.5966971516609192,9.659808158874512,0.028478842228651047,-0.0338687002658844,0.0034628284629434347,0.0,0.0,0.0,35.0
1680791200666791064,996172,1680791200666791064,,20000000000,-0.7598273754119873,-0.9204491376876831,9.97443962097168,0.03125870227813721,-0.03114398382604122,0.0030276505276560783,0.0,0.0,0.0,35.0
1680791200670762619,996173,1680791200670762619,,21000000000,-0.45614439249038696,-0.6534708738327026,9.982050895690918,0.025120839476585388,-0.0420813113451004,0.001983793918043375,0.0,0.0,0.0,35.0
1680791200675007492,996174,1680791200675007492,,22000000000,-0.8839421272277832,-0.38146430253982544,9.542275428771973,0.03017520159482956,-0.042280107736587524,0.002370069269090891,0.0,0.0,0.0,35.0
1680791200678782353,996175,1680791200678782353,,23000000000,-0.8589403629302979,-1.1320061683654785,9.682035446166992,0.03182698413729668,-0.031999506056308746,0.0028251358307898045,0.0,0.0,0.0,35.0
1680791200682779086,996176,1680791200682779086,,24000000000,-0.4092563986778259,-0.9107006788253784,10.010757446289062,0.022726543247699738,-0.036822881549596786,0.0016139813233166933,0.0,0.0,0.0,35.0
1680791200686752678,996177,1680791200686752678,,25000000000,-0.5245320796966553,-0.6127046942710876,9.664997100830078,0.020801102742552757,-0.03879118338227272,0.0011265268549323082,0.0,0.0,0.0,35.0
1680791200690776426,996178,1680791200690776426,,26000000000,-0.8448321223258972,-0.5773963332176208,9.481478691101074,0.028541671112179756,-0.03353388234972954,0.0019255669321864843,0.0,0.0,0.0,35.0
1680791200694975170,996179,1680791200694975170,,27000000000,-0.5336662530899048,-0.821433424949646,9.82589054107666,0.030394596979022026,-0.036564528942108154,0.002643647138029337,0.0,0.0,0.0,35.0
1680791200698800678,996180,1680791200698800678,,28000000000,-0.813059389591217,-0.4252052903175354,9.479182243347168,0.021960651502013206,-0.04651421308517456,0.002305622911080718,0.0,0.0,0.0,35.0
1680791200702758463,996181,1680791200702758463,,29000000000,-1.2869678735733032,-0.47949278354644775,9.602029800415039,0.027775006368756294,-0.03501400724053383,0.002021760679781437,0.0,0.0,0.0,35.0
1680791200706797634,996182,1680791200706797634,,30000000000,-0.7172296047210693,-0.604243278503418,9.752836227416992,0.03106890432536602,-0.03231289982795715,0.002446753904223442,0.0,0.0,0.0,35.0
1680791200710839442,996183,1680791200710839442,,31000000000,-0.6027868390083313,-0.7135820984840393,9.679475784301758,0.026303762570023537,-0.03901905566453934,0.0019459872273728251,0.0,0.0,0.0,35.0
1680791200715036562,996184,1680791200715036562,,32000000000,-0.9110313057899475,-0.6900476217269897,9.69434928894043,0.025919219478964806,-0.03706653416156769,0.002261917106807232,0.0,0.0,0.0,35.0
1680791200718746696,996185,1680791200718746696,,33000000000,-0.7674816846847534,-0.635381281375885,9.528371810913086,0.028715461492538452,-0.03561266511678696,0.002515849657356739,0.0,0.0,0.0,35.0
1680791200722759779,996186,1680791200722759779,,34000000000,-0.8342255353927612,-0.8584324717521667,9.494363784790039,0.02611675299704075,-0.03771887719631195,0.0016111164586618543,0.0,0.0,0.0,35.0
