time,field.header.seq,field.header.stamp,field.header.frame_id,field.motor_refs0.id,field.motor_refs0.type,field.motor_refs0.ref,field.motor_refs1.id,field.motor_refs1.type,field.motor_refs1.ref,field.motor_refs2.id,field.motor_refs2.type,field.motor_refs2.ref,field.motor_refs3.id,field.motor_refs3.type,field.motor_refs3.ref,field.motor_refs4.id,field.motor_refs4.type,field.motor_refs4.ref,field.motor_refs5.id,field.motor_refs5.type,field.motor_refs5.ref,field.motor_refs6.id,field.motor_refs6.type,field.motor_refs6.ref,field.motor_refs7.id,field.motor_refs7.type,field.motor_refs7.ref,field.motor_refs8.id,field.motor_refs8.type,field.motor_refs8.ref,field.motor_refs9.id,field.motor_refs9.type,field.motor_refs9.ref,field.motor_refs10.id,field.motor_refs10.type,field.motor_refs10.ref,field.motor_refs11.id,field.motor_refs11.type,field.motor_refs11.ref
1680791200304670300,968373,1680791200304670300,,12,0,-0.5112403667776803,11,0,-0.3767488767159259,10,0,0.5157958686542264,9,0,0.3813043785924722,4,0,-0.26080695865437364,8,0,-0.17829459066662642,2,0,-0.21849543578791236,6,0,-0.11141896635626994,3,0,0.21914143201095138,7,0,0.11206496257930898,1,0,0.26016096243133463,5,0,0.1776485944435874
1680791200314672163,968374,1680791200314672163,,12,0,-0.509097083440545,11,0,-0.37536369544945364,10,0,0.5145287125742894,9,0,0.38079532458319804,4,0,-0.2584304100258728,8,0,-0.1745865084090547,2,0,-0.22134391324189748,6,0,-0.11637948241780681,3,0,0.22038190185567583,7,0,0.11541747103158519,1,0,0.25939242141209445,5,0,0.17554851979527636
1680791200324672515,968375,1680791200324672515,,12,0,-0.5047595318441638,11,0,-0.37016117373564605,10,0,0.5117095690790854,9,0,0.37711121097056766,4,0,-0.25519317328476626,8,0,-0.1681831655702497,2,0,-0.2293156632117387,6,0,-0.12796518117096856,3,0,0.22456954880722343,7,0,0.12321906676645326,1,0,0.25993928768928154,5,0,0.17292927997476498
1680791200334668119,968376,1680791200334668119,,12,0,-0.502506501678869,11,0,-0.368540782616923,10,0,0.510113356120836,9,0,0.37614763705889,4,0,-0.2532207855029102,8,0,-0.16520180864852915,2,0,-0.23194457461991635,6,0,-0.13237592883540164,3,0,0.22560668702324999,7,0,0.12603804123873527,1,0,0.2595586730995766,5,0,0.17153969624519552
1680791200344668861,968377,1680791200344668861,,12,0,-0.502299834734954,11,0,-0.37054261591407356,10,0,0.5097037053905739,9,0,0.37794648656969343,4,0,-0.2524623770125545,8,0,-0.16561542680811572,2,0,-0.22917612440811122,6,0,-0.12958029057442513,3,0,0.2234387216238565,7,0,0.1238428877901704,1,0,0.2581997797968092,5,0,0.17135282959237044
1680791200354668161,968378,1680791200354668161,,12,0,-0.502554701613429,11,0,-0.36988774996463136,10,0,0.5083124939598048,9,0,0.37564554231100733,4,0,-0.25466915393467454,8,0,-0.1678834224462334,2,0,-0.22896500879164908,6,0,-0.129004785731687,3,0,0.2274562399743795,7,0,0.12749601691441742,1,0,0.2561779227519441,5,0,0.16939219126350297
1680791200364668537,968379,1680791200364668537,,12,0,-0.5027692186510636,11,0,-0.3657342046748119,10,0,0.5054370810473757,9,0,0.368402067071124,4,0,-0.25979601334263114,8,0,-0.17192103875685785,2,0,-0.2313169152424948,6,0,-0.1306516456065935,3,0,0.2376667931346676,7,0,0.1370015234987663,1,0,0.25344613545045835,5,0,0.16557116086468507
1680791200374668559,968380,1680791200374668559,,12,0,-0.5023832103918237,11,0,-0.3645774990351261,10,0,0.5037871930976693,9,0,0.3659814817409716,4,0,-0.2612356323442531,8,0,-0.17321144987752363,2,0,-0.23161913871161952,6,0,-0.13097625330963347,3,0,0.24120637097831935,7,0,0.1405634855763333,1,0,0.2516484000775533,5,0,0.1636242176108238
1680791200384669532,968381,1680791200384669532,,12,0,-0.5013646642512003,11,0,-0.36646057854049174,10,0,0.503331235156988,9,0,0.3684271494462794,4,0,-0.2589484776355896,8,0,-0.17175160364800554,2,0,-0.22978866505705645,6,0,-0.12990314169765946,3,0,0.2379936273300107,7,0,0.1381081039706137,1,0,0.25074351536263534,5,0,0.1635466413750513
1680791200394699795,968382,1680791200394699795,,12,0,-0.5004463422831368,11,0,-0.36784582421967277,10,0,0.5026540402905008,9,0,0.37005352222703664,4,0,-0.2572792046451531,8,0,-0.17076562894304367,2,0,-0.22826990477333114,6,0,-0.12901061166205277,3,0,0.23588907190581976,7,0,0.13662977879454138,1,0,0.24966003751266447,5,0,0.16314646181055506
1680791200404668248,968383,1680791200404668248,,12,0,-0.5037063540039955,11,0,-0.37667303227411847,10,0,0.5053787564204705,9,0,0.3783454346905933,4,0,-0.2532400632906784,8,0,-0.16863194975996634,2,0,-0.22637511734698978,6,0,-0.1271830593137461,3,0,0.23001837533781072,7,0,0.13082631730456704,1,0,0.24959680529985745,5,0,0.1649886917691454
1680791200414668287,968384,1680791200414668287,,12,0,-0.5104434357277026,11,0,-0.39274798204569816,10,0,0.5111746399876758,9,0,0.39347918630567136,4,0,-0.24596575312277688,8,0,-0.16467454196367567,2,0,-0.22360828975548727,6,0,-0.12410591418658848,3,0,0.2189610853965748,7,0,0.11945870982767604,1,0,0.2506129574816894,5,0,0.16932174632258815
1680791200424667909,968385,1680791200424667909,,12,0,-0.5126871009340168,11,0,-0.3999888548869732,10,0,0.5130650694176304,9,0,0.40036682337058693,4,0,-0.2422906528256392,8,0,-0.16254021068904162,2,0,-0.22232691450100858,6,0,-0.12320445791621078,3,0,0.21415165591628196,7,0,0.11502919933148413,1,0,0.25046591141036584,5,0,0.17071546927376824
1680791200434667231,968386,1680791200434667231,,12,0,-0.5104655664423539,11,0,-0.39827977714395973,10,0,0.5110160672286688,9,0,0.39883027793027453,4,0,-0.24234894641659321,8,0,-0.1623192720225776,2,0,-0.2226352149352303,6,0,-0.12455765752164875,3,0,0.2158420858072479,7,0,0.11776452839366634,1,0,0.24914207554457563,5,0,0.16911240115056
1680791200444707753,968387,1680791200444707753,,12,0,-0.5071424806937143,11,0,-0.3977771456982444,10,0,0.5076519269232073,9,0,0.3982865919277374,4,0,-0.24139386204359675,8,0,-0.16218454172727992,2,0,-0.22216903174715724,6,0,-0.12544794149721933,3,0,0.21571065609943413,7,0,0.11898956584949623,1,0,0.24785223769131987,5,0,0.16864291737500303
1680791200454667375,968388,1680791200454667375,,12,0,-0.5021653873015537,11,0,-0.3976391893377247,10,0,0.502430930915168,9,0,0.397904732951339,4,0,-0.2393450241681746,8,0,-0.16203870367624124,2,0,-0.22088637783315518,6,0,-0.12584262099064736,3,0,0.2136985863870856,7,0,0.11865482954457779,1,0,0.24653281561424417,5,0,0.1692264951223108
1680791200464669722,968389,1680791200464669722,,12,0,-0.4996262633207731,11,0,-0.39817176362808515,10,0,0.4997966788804187,9,0,0.39834217918773074,4,0,-0.2378092381582446,8,0,-0.1616485441758355,2,0,-0.21956660654390311,6,0,-0.12549239796285386,3,0,0.2120517471537273,7,0,0.11797753857267804,1,0,0.2453240975484204,5,0,0.1691634035660113
1680791200474668599,968390,1680791200474668599,,12,0,-0.49951778319734175,11,0,-0.39938253561862913,10,0,0.4997381626381562,9,0,0.39960291505944356,4,0,-0.2367800102545942,8,0,-0.1610121869732589,2,0,-0.2182044820267627,6,0,-0.12439690504302729,3,0,0.2107694088353708,7,0,0.11696183185163535,1,0,0.2442150834459861,5,0,0.1684472601646508
1680791200484668237,968391,1680791200484668237,,12,0,-0.49899371169836443,11,0,-0.4004713899296391,10,0,0.4992362415431418,9,0,0.40071391977441645,4,0,-0.2356884638203504,8,0,-0.1604408528486761,2,0,-0.21686370214835943,6,0,-0.1234417822931318,3,0,0.20945374632803332,7,0,0.11603182647280569,1,0,0.24309841964067652,5,0,0.1678508086690022
1680791200494667079,968392,1680791200494667079,,12,0,-0.49914755544931644,11,0,-0.39832519329520494,10,0,0.49858837261375566,9,0,0.39776601045964416,4,0,-0.23622839404984328,8,0,-0.16016293178377375,2,0,-0.2178960913553968,6,0,-0.12423733656086193,3,0,0.21199806688536602,7,0,0.11833931209083114,1,0,0.24212641851987407,5,0,0.16606095625380454
1680791200504667800,968393,1680791200504667800,,12,0,-0.49989161250547093,11,0,-0.3922672545588028,10,0,0.49774064730499207,9,0,0.39011628935832393,4,0,-0.23837582994537662,8,0,-0.15998894745454884,2,0,-0.22125937731015574,6,0,-0.12663854859035917,3,0,0.21841814659815992,7,0,0.12379731787836334,1,0,0.24121706065737245,5,0,0.16283017816654466
1680791200514666748,968394,1680791200514666748,,12,0,-0.49972769035103987,11,0,-0.3903798059135228,10,0,0.49692640982839925,9,0,0.38757852539088217,4,0,-0.23856996100741132,8,0,-0.15955976775664932,2,0,-0.2219154859759436,6,0,-0.12720129337467384,3,0,0.2203216680809386,7,0,0.12560747547966883,1,0,0.24016377890241633,5,0,0.16115358565165433
1680791200524672503,968395,1680791200524672503,,12,0,-0.49862108057380405,11,0,-0.3925884720476557,10,0,0.4960984335397898,9,0,0.3900658250136414,4,0,-0.23685598435862018,8,0,-0.158914975932856,2,0,-0.21993437119244327,6,0,-0.12599184303406133,3,0,0.21777495893748786,7,0,0.12383243077910593,1,0,0.2390153966135756,5,0,0.16107438818781142
1680791200534667877,968396,1680791200534667877,,12,0,-0.4965443187052098,11,0,-0.3944163770590412,10,0,0.49443257257031475,9,0,0.39230463092414614,4,0,-0.23934375726360438,8,0,-0.1642687148893917,2,0,-0.21611393913952756,6,0,-0.12165092696153328,3,0,0.21483743722540302,7,0,0.12037442504740876,1,0,0.24062025917772892,5,0,0.16554521680351625
1680791200544669990,968397,1680791200544669990,,12,0,-0.4928910167986539,11,0,-0.39510109261976023,10,0,0.4913307358333966,9,0,0.39354081165450294,4,0,-0.24593988925786706,8,0,-0.17559348721536108,2,0,-0.21025088872550782,6,0,-0.11397965233275861,3,0,0.21131598205149602,7,0,0.11504474565874684,1,0,0.24487479593187886,5,0,0.17452839388937288
1680791200554671635,968398,1680791200554671635,,12,0,-0.49085499123712584,11,0,-0.3959942525300981,10,0,0.48952806872370114,9,0,0.3946673300166734,4,0,-0.24808302346898278,8,0,-0.1801016628606228,2,0,-0.20704427922440943,6,0,-0.1102924311840524,3,0,0.20906453713319392,7,0,0.11231268909283688,1,0,0.24606276556019832,5,0,0.17808140495183833
1680791200564670594,968399,1680791200564670594,,12,0,-0.49049046507627,11,0,-0.3970315004817543,10,0,0.4890744924847538,9,0,0.39561552789023813,4,0,-0.24578790801681716,8,0,-0.17773607752169934,2,0,-0.20663331023115245,6,0,-0.1107302990239352,3,0,0.2082091777244805,7,0,0.11230616651726326,1,0,0.2442120405234891,5,0,0.1761602100283713
1680791200574690139,968400,1680791200574690139,,12,0,-0.48882942836292964,11,0,-0.39782167129443924,10,0,0.48776476612875597,9,0,0.39675700906026556,4,0,-0.2431452532569183,8,0,-0.17460285100253123,2,0,-0.21050372976778345,6,0,-0.11663896217856064,3,0,0.2086515427345759,7,0,0.11478677514535311,1,0,0.24499744029012585,5,0,0.17645503803573878
1680791200584676924,968401,1680791200584676924,,12,0,-0.4852844122894411,11,0,-0.39754336105886284,10,0,0.48501774865794234,9,0,0.3972766974273641,4,0,-0.24004028755053397,8,0,-0.17058815643131253,2,0,-0.21857141038475392,6,0,-0.12796155889576072,3,0,0.21030504875825756,7,0,0.11969519726926436,1,0,0.24830664917703033,5,0,0.1788545180578089
1680791200594669290,968402,1680791200594669290,,12,0,-0.4833203093434186,11,0,-0.3979881131001097,10,0,0.48339691772647436,9,0,0.39806472148316546,4,0,-0.2382112735336498,8,0,-0.16875726444992772,2,0,-0.22121914088549105,6,0,-0.1322127187959885,3,0,0.21025786129040808,7,0,0.12125143920090554,1,0,0.24917255312873277,5,0,0.1797185440450107
